x,y,z,label,model
0.122405,2.106117,0.539675,1,fossil1
-0.057151,-2.281132,-0.082052,1,fossil1
0.060048,1.734752,-0.609891,1,fossil1
0.194315,-1.645586,0.745408,1,fossil1
-0.482338,1.328735,-0.895086,1,fossil1
0.491092,-0.438229,1.32644,1,fossil1
-0.290294,0.379054,-1.787863,1,fossil1
0.686919,0.744653,1.419611,1,fossil1
-0.59371,-1.485712,-1.386076,1,fossil1
0.429573,1.74653,1.357656,1,fossil1
-0.283921,-2.162659,-1.318392,1,fossil1
0.434253,2.294261,0.516283,1,fossil1
-0.214521,-2.185698,-0.261722,1,fossil1
-0.095792,2.024852,0.382564,1,fossil1
0.148566,-2.016468,0.361687,1,fossil1
-0.290995,1.32704,-0.373852,1,fossil1
0.301716,-1.171219,1.150696,1,fossil1
-0.110869,1.000687,-1.758582,1,fossil1
0.55242,-0.254659,1.525227,1,fossil1
-0.565075,-0.473796,-1.700119,1,fossil1
0.55997,0.958796,1.543832,1,fossil1
-0.440982,-1.505071,-1.44397,1,fossil1
0.435255,1.769957,1.286077,1,fossil1
-0.328156,-2.186525,-1.148091,1,fossil1
0.310486,2.30677,0.480179,1,fossil1
-0.161385,-2.250571,-0.269096,1,fossil1
0.003762,2.090276,0.141616,1,fossil1
0.122562,-1.882227,0.431364,1,fossil1
-0.298098,1.570585,-0.316922,1,fossil1
0.307721,-1.233437,1.003164,1,fossil1
-0.28691,0.677869,-1.572095,1,fossil1
0.452001,-0.360779,1.649467,1,fossil1
-0.383465,-0.021115,-1.957572,1,fossil1
0.609491,0.707122,1.383331,1,fossil1
-0.621976,-1.604535,-1.401951,1,fossil1
-0.00306,-0.029792,0.055026,1,fossil1
0.047682,0.031729,-0.025549,1,fossil1
0.031704,0.064528,-0.020174,1,fossil1
-0.0342,-0.028828,-0.042657,1,fossil1
0.031466,-0.050928,-0.032034,1,fossil1
0.025056,-0.084346,-0.01723,1,fossil1
0.036355,-0.095262,-0.033669,1,fossil1
0.186288,-0.89563,0.358753,1,fossil1
0.427753,-0.808416,1.201659,1,fossil1
-0.086787,2.24385,-0.050135,1,fossil1
-0.205544,-2.255386,-0.548344,1,fossil1
0.086114,2.225629,0.257783,1,fossil1
-0.047766,-2.117085,0.094389,1,fossil1
-0.157612,2.183678,-0.944684,1,fossil1
0.252662,-1.266181,0.911338,1,fossil1
-0.250136,0.965117,-1.672824,1,fossil1
0.538977,-0.066866,1.466982,1,fossil1
-0.52393,-0.789815,-1.681526,1,fossil1
0.501877,1.451473,1.500696,1,fossil1
-0.606451,-1.85754,-1.401767,1,fossil1
0.29348,2.248965,1.051603,1,fossil1
-0.298167,-2.315047,-0.671666,1,fossil1
0.040621,2.348284,0.092973,1,fossil1
-0.00346,-1.984057,0.363772,1,fossil1
-0.394165,1.253286,-0.704236,1,fossil1
0.251243,-0.968615,1.27456,1,fossil1
-0.469254,0.560553,-1.668493,1,fossil1
0.520974,0.228212,1.491301,1,fossil1
-0.386264,-0.59695,-1.966386,1,fossil1
0.607136,1.479697,1.261419,1,fossil1
-0.493729,-1.8159,-1.253288,1,fossil1
0.341559,2.134619,0.946393,1,fossil1
-0.228847,-2.313874,-0.605284,1,fossil1
-0.019034,2.1811,0.130417,1,fossil1
0.069876,-1.88727,0.338966,1,fossil1
-0.341942,1.375931,-0.633007,1,fossil1
0.219551,-0.972782,1.241044,1,fossil1
-0.280717,1.080108,-1.958892,1,fossil1
0.608821,0.001646,1.407267,1,fossil1
-0.498411,-0.876351,-1.60774,1,fossil1
0.531544,1.397153,1.517776,1,fossil1
-0.527715,-1.796937,-1.39779,1,fossil1
0.31442,2.222075,1.098359,1,fossil1
-0.344746,-2.16466,-0.653848,1,fossil1
0.156286,2.331532,0.205031,1,fossil1
-0.109682,-2.163025,0.104181,1,fossil1
-0.044122,1.91396,-1.049523,1,fossil1
0.278625,-1.49196,0.683843,1,fossil1
-0.500638,0.930972,-0.651876,1,fossil1
0.420882,-0.377654,1.364652,1,fossil1
-0.28432,0.404668,-1.745229,1,fossil1
0.478032,0.61618,1.623025,1,fossil1
-0.641009,-1.368929,-1.617598,1,fossil1
0.532234,1.793737,1.265915,1,fossil1
-0.373666,-1.726455,-1.304264,1,fossil1
0.324038,2.148089,0.877765,1,fossil1
-0.271094,-2.382015,-0.501285,1,fossil1
0.01377,2.215771,0.076396,1,fossil1
0.006721,-1.919406,0.328947,1,fossil1
-0.145344,2.130798,-0.6816,1,fossil1
0.352973,-1.283275,0.769541,1,fossil1
-0.617484,0.757273,-0.576183,1,fossil1
0.435423,-0.436058,1.344128,1,fossil1
-0.554733,-0.156143,-1.270893,1,fossil1
0.386411,0.349877,1.667341,1,fossil1
-0.372687,-0.62778,-1.825533,1,fossil1
0.607221,1.271703,1.390251,1,fossil1
-0.57158,-1.907561,-1.405563,1,fossil1
0.392714,2.156071,1.100657,1,fossil1
-0.441413,-2.072526,-0.617806,1,fossil1
0.115856,2.087436,0.441585,1,fossil1
-0.104661,-2.169419,-0.131582,1,fossil1
0.084293,1.996375,-0.508616,1,fossil1
0.093859,-1.821289,0.645984,1,fossil1
-0.083427,1.4325,-1.481216,1,fossil1
0.293885,-0.82274,1.33053,1,fossil1
-0.285799,1.21378,-2.076205,1,fossil1
0.530403,-0.161531,1.403565,1,fossil1
-0.613983,-0.439357,-1.811409,1,fossil1
0.668049,0.817599,1.363496,1,fossil1
-0.7595,-1.460103,-1.417083,1,fossil1
0.549012,1.674347,1.208359,1,fossil1
-0.594461,-1.94825,-1.09073,1,fossil1
0.285434,2.215042,1.055925,1,fossil1
-0.300251,-2.041399,-0.581312,1,fossil1
0.186982,2.11706,0.434509,1,fossil1
-0.106072,-2.182112,-0.186429,1,fossil1
-0.15842,2.334489,0.113683,1,fossil1
0.046481,-1.799151,0.46546,1,fossil1
-0.350431,1.260986,-0.541384,1,fossil1
0.15801,-1.133102,1.108151,1,fossil1
-0.402196,0.438035,-1.235119,1,fossil1
0.357115,-0.381881,1.499025,1,fossil1
-0.34925,0.321595,-1.759501,1,fossil1
0.4115,0.448136,1.685583,1,fossil1
-0.302499,-0.510238,-1.973665,1,fossil1
0.545023,1.317687,1.419416,1,fossil1
-0.362208,-1.309427,-1.723423,1,fossil1
0.567007,1.831497,1.055812,1,fossil1
-0.373807,-2.171347,-1.200023,1,fossil1
-0.044482,-0.01565,0.007793,1,fossil1
0.031244,0.006036,-0.006319,1,fossil1
0.034788,0.054264,-0.029263,1,fossil1
-0.009217,-0.057856,-0.074815,1,fossil1
0.028075,-0.03146,-0.030674,1,fossil1
-0.042105,0.018806,-0.075902,1,fossil1
0.047427,0.100839,-0.013164,1,fossil1
-0.018999,0.050861,0.089096,1,fossil1
-0.055897,-0.049829,-0.043575,1,fossil1
-0.05453,-0.126927,-0.014434,1,fossil1
-0.167258,0.398149,0.026118,1,fossil1
0.409606,-0.538716,1.051489,1,fossil1
-0.088626,1.896646,-0.079397,1,fossil1
-0.286131,-2.216314,-0.794932,1,fossil1
0.252564,1.963672,0.840878,1,fossil1
-0.17762,-2.566603,-0.504739,1,fossil1
-0.003576,2.092934,-0.031312,1,fossil1
0.127919,-1.989148,0.402157,1,fossil1
-0.361981,1.260532,-0.745923,1,fossil1
0.341656,-0.987471,1.366753,1,fossil1
-0.439715,0.306198,-1.619303,1,fossil1
0.540152,0.010065,1.486599,1,fossil1
-0.377167,-0.784142,-1.829003,1,fossil1
0.615913,1.25253,1.306343,1,fossil1
-0.54483,-2.023535,-1.107877,1,fossil1
0.315037,2.103979,0.977521,1,fossil1
-0.138354,-2.583947,-0.573435,1,fossil1
0.041961,2.183222,0.037896,1,fossil1
0.046235,-2.103356,0.36657,1,fossil1
-0.088225,1.946167,-0.825634,1,fossil1
0.342717,-1.347273,1.01124,1,fossil1
-0.265726,0.560883,-1.444886,1,fossil1
0.513001,-0.384535,1.594462,1,fossil1
-0.629899,-0.426369,-1.878302,1,fossil1
0.594217,0.854335,1.511004,1,fossil1
-0.466697,-1.602858,-1.341614,1,fossil1
0.412337,1.73438,1.307203,1,fossil1
-0.259581,-2.225297,-1.259955,1,fossil1
0.35899,2.175136,0.501831,1,fossil1
-0.15486,-2.335948,-0.285066,1,fossil1
-0.05929,2.10038,0.091489,1,fossil1
0.140348,-1.946292,0.453176,1,fossil1
-0.305713,1.651388,-0.405276,1,fossil1
0.272854,-1.334613,1.091056,1,fossil1
-0.151061,0.758352,-1.742167,1,fossil1
0.495673,-0.388516,1.569665,1,fossil1
-0.49187,-0.035833,-1.960563,1,fossil1
0.706313,0.689045,1.514611,1,fossil1
-0.60958,-1.466841,-1.581416,1,fossil1
0.586677,1.456313,1.189934,1,fossil1
-0.502926,-2.08456,-1.13897,1,fossil1
0.304041,2.116678,1.187442,1,fossil1
-0.364909,-2.190371,-0.549678,1,fossil1
0.160519,2.018021,0.414199,1,fossil1
-0.012655,-2.313311,-0.152849,1,fossil1
-0.092175,2.183837,0.061419,1,fossil1
0.141215,-1.92644,0.532838,1,fossil1
-0.350752,1.234286,-0.48964,1,fossil1
0.272102,-1.372754,1.035928,1,fossil1
-0.563397,0.208721,-0.825528,1,fossil1
0.476727,-0.580245,1.353728,1,fossil1
-0.610186,-0.363438,-1.261612,1,fossil1
0.516127,0.14358,1.496272,1,fossil1
-0.531273,-1.081442,-1.385197,1,fossil1
0.43652,0.997114,1.654159,1,fossil1
-0.465167,-1.635728,-1.360923,1,fossil1
0.456597,1.670647,1.381285,1,fossil1
-0.263884,-1.910612,-1.214036,1,fossil1
0.34596,1.971724,0.961191,1,fossil1
-0.245556,-2.231227,-0.561082,1,fossil1
0.177789,2.090665,0.293008,1,fossil1
0.01002,-2.296667,-0.05508,1,fossil1
-0.087264,2.000834,-0.150603,1,fossil1
0.181871,-1.913835,0.554913,1,fossil1
-0.341816,1.048813,-0.57585,1,fossil1
0.299033,-1.268002,1.041461,1,fossil1
-0.419456,0.268913,-0.952834,1,fossil1
0.423115,-0.452399,1.494504,1,fossil1
-0.438765,-0.039828,-1.558644,1,fossil1
0.502876,0.27182,1.680331,1,fossil1
-0.373429,-0.769088,-1.640422,1,fossil1
0.43954,1.251435,1.584633,1,fossil1
-0.363282,-1.489053,-1.573213,1,fossil1
0.353307,1.662769,1.347365,1,fossil1
-0.286659,-1.829818,-1.308911,1,fossil1
0.342606,2.025752,0.923918,1,fossil1
-0.350372,-2.198849,-0.506929,1,fossil1
0.11812,1.938782,0.52248,1,fossil1
-0.1046,-2.432302,-0.23129,1,fossil1
-0.06974,1.97043,0.08237,1,fossil1
0.076785,-2.080956,0.306789,1,fossil1
-0.014907,1.706117,-1.043385,1,fossil1
0.283389,-1.862244,0.743447,1,fossil1
-0.159051,1.407834,-1.608754,1,fossil1
0.279676,-1.089818,1.465595,1,fossil1
-0.066654,0.855637,-1.850421,1,fossil1
0.47386,-0.503928,1.596152,1,fossil1
-0.279087,0.107247,-1.672936,1,fossil1
0.559798,0.293992,1.695901,1,fossil1
-0.42398,-0.775365,-1.577838,1,fossil1
0.024754,0.004803,-0.001103,1,fossil1
-0.009205,-0.04555,-0.066017,1,fossil1
-0.032088,-0.048808,-0.003654,1,fossil1
0.028882,-0.062899,-0.049866,1,fossil1
0.028104,-0.067042,-0.025017,1,fossil1
-0.079107,0.027435,-0.019517,1,fossil1
-0.002459,-0.009696,0.036664,1,fossil1
0.016092,-0.05136,-0.010853,1,fossil1
0.005567,-0.060517,-0.038403,1,fossil1
-0.022891,0.000747,-0.051106,1,fossil1
0.038225,0.029031,-0.003082,1,fossil1
0.016719,-0.046664,0.025366,1,fossil1
0.046456,-0.855641,0.144401,1,fossil1
0.283004,-1.571081,0.411286,1,fossil1
0.455179,-0.16002,1.365018,1,fossil1
-0.468822,1.484391,-1.146238,1,fossil1
0.354134,-1.094594,1.126466,1,fossil1
-0.484604,1.106012,-1.025572,1,fossil1
0.467785,-0.669093,1.317197,1,fossil1
-0.61713,0.134775,-1.463341,1,fossil1
0.588716,0.276789,1.528719,1,fossil1
-0.453692,-0.772859,-1.538703,1,fossil1
0.493391,1.220949,1.663271,1,fossil1
-0.464912,-1.449465,-1.491035,1,fossil1
0.327613,1.867788,1.343448,1,fossil1
-0.257998,-1.78489,-1.256583,1,fossil1
0.310516,2.081696,0.84897,1,fossil1
-0.198505,-2.306733,-0.545101,1,fossil1
0.106479,2.387403,0.117892,1,fossil1
-0.104466,-2.064408,0.113237,1,fossil1
0.064895,1.816688,-0.687194,1,fossil1
0.187445,-1.744634,0.688052,1,fossil1
-0.137547,1.181964,-1.471611,1,fossil1
0.311434,-0.945143,1.264731,1,fossil1
-0.141633,1.034803,-1.926677,1,fossil1
0.409188,-0.266158,1.628882,1,fossil1
-0.31173,0.19323,-1.968527,1,fossil1
0.591731,0.60327,1.50233,1,fossil1
-0.41115,-0.985248,-1.794304,1,fossil1
0.663916,1.361011,1.322104,1,fossil1
-0.493721,-1.786005,-1.345165,1,fossil1
0.435253,1.88055,1.029878,1,fossil1
-0.40964,-2.178991,-0.85423,1,fossil1
0.337356,2.2799,0.462543,1,fossil1
-0.326169,-2.161308,-0.329665,1,fossil1
0.031613,2.15045,0.15683,1,fossil1
-0.056038,-2.029566,0.356682,1,fossil1
-0.03481,1.780777,-1.017704,1,fossil1
0.228804,-1.695072,0.787532,1,fossil1
-0.180449,1.832641,-1.636267,1,fossil1
0.444625,-0.798968,1.404804,1,fossil1
-0.158935,1.424196,-2.159389,1,fossil1
0.509404,-0.245804,1.512353,1,fossil1
-0.455486,0.043634,-2.008373,1,fossil1
0.521868,0.69696,1.485927,1,fossil1
-0.504508,-1.067806,-1.748723,1,fossil1
0.603642,1.266869,1.30161,1,fossil1
-0.499895,-1.715121,-1.454849,1,fossil1
0.545776,1.877757,0.997432,1,fossil1
-0.395022,-2.179188,-1.105664,1,fossil1
0.355011,2.297063,0.426399,1,fossil1
-0.293374,-2.432607,-0.41782,1,fossil1
0.097347,2.306727,0.054734,1,fossil1
-0.128811,-2.127355,0.236083,1,fossil1
0.032359,1.745844,-1.065994,1,fossil1
0.139843,-1.671458,0.801754,1,fossil1
-0.174438,1.831546,-1.79763,1,fossil1
0.319563,-0.956637,1.387686,1,fossil1
-0.056931,1.335765,-2.22359,1,fossil1
0.496052,-0.247658,1.606564,1,fossil1
-0.298952,0.343867,-1.966418,1,fossil1
0.464,0.469503,1.75174,1,fossil1
-0.336795,-0.565608,-1.946068,1,fossil1
0.504908,1.30791,1.527574,1,fossil1
-0.352726,-1.21568,-1.622073,1,fossil1
0.317167,1.822623,1.325829,1,fossil1
-0.321331,-1.851138,-1.275118,1,fossil1
0.318542,2.05525,0.9733,1,fossil1
-0.255653,-2.179243,-0.582018,1,fossil1
0.167113,2.1728,0.361805,1,fossil1
-0.092272,-2.140459,-0.053769,1,fossil1
-0.14492,2.234467,0.202673,1,fossil1
0.098972,-1.835509,0.397067,1,fossil1
-0.20172,2.049617,-0.519684,1,fossil1
0.274545,-1.357221,0.834818,1,fossil1
-0.411852,1.770857,-1.087281,1,fossil1
0.471608,-0.82603,1.308896,1,fossil1
-0.353031,1.162079,-2.063722,1,fossil1
0.563764,-0.158681,1.508427,1,fossil1
-0.353061,0.102116,-1.993104,1,fossil1
0.4257,0.43084,1.662579,1,fossil1
-0.317324,-0.637954,-1.901316,1,fossil1
0.438117,1.429601,1.487224,1,fossil1
-0.403795,-1.267975,-1.518137,1,fossil1
0.345345,1.79835,1.374503,1,fossil1
-0.543222,-1.886749,-1.164212,1,fossil1
0.265128,2.136687,1.119962,1,fossil1
-0.488435,-2.352927,-0.65018,1,fossil1
0.247116,2.251916,0.417272,1,fossil1
-0.237588,-2.32787,-0.374188,1,fossil1
0.320298,-0.010379,0.865131,1,fossil1
-0.428885,-1.168486,-0.493318,1,fossil1
0.075914,2.299645,-0.094646,1,fossil1
0.267766,-2.306228,0.740296,1,fossil1
-0.397729,1.049807,-1.233649,1,fossil1
0.358381,0.805639,0.746449,1,fossil1
-0.086902,-2.345027,0.225698,1,fossil1
-0.360336,2.000937,-0.884879,1,fossil1
0.518257,-0.415605,1.074189,1,fossil1
-0.237803,-1.483174,-0.497054,1,fossil1
-0.189678,2.361365,-0.633009,1,fossil1
0.515184,-1.550473,1.026707,1,fossil1
-0.457061,-0.495306,-0.960941,1,fossil1
0.105252,1.951186,0.028308,1,fossil1
0.265969,-2.337286,0.811309,1,fossil1
-0.470426,0.783753,-1.096471,1,fossil1
0.252454,1.141597,0.752971,1,fossil1
0.051436,-2.177823,0.257186,1,fossil1
-0.260015,2.159035,-0.90414,1,fossil1
0.438442,-1.097298,1.114632,1,fossil1
-0.455654,-0.737411,-0.756692,1,fossil1
0.259262,1.737605,-0.0237,1,fossil1
0.126227,-2.407642,0.64631,1,fossil1
-0.375033,1.709143,-0.889118,1,fossil1
0.482861,-0.458785,0.984411,1,fossil1
-0.302999,-1.032568,-0.68951,1,fossil1
-0.03199,2.113218,0.055149,1,fossil1
0.198292,-2.361706,0.615147,1,fossil1
-0.472391,1.525611,-0.850476,1,fossil1
0.481724,-0.524938,0.981068,1,fossil1
-0.312008,-0.688045,-0.82535,1,fossil1
0.25829,1.632744,-0.070263,1,fossil1
0.154852,-2.373205,0.426975,1,fossil1
-0.314732,1.898238,-0.896188,1,fossil1
0.460622,-1.21358,1.074781,1,fossil1
-0.477566,0.235783,-0.822371,1,fossil1
0.249853,0.863505,0.693372,1,fossil1
-0.235667,-1.869335,-0.183522,1,fossil1
-0.060096,2.026265,-0.216201,1,fossil1
0.261606,-2.271337,0.63792,1,fossil1
-0.270204,1.813681,-1.035056,1,fossil1
0.548792,-1.457331,0.953347,1,fossil1
-0.305923,1.100858,-1.379404,1,fossil1
0.516614,0.027378,0.786935,1,fossil1
-0.28338,-0.985956,-0.710501,1,fossil1
0.080343,1.778426,0.252243,1,fossil1
0.000112,-2.171919,0.198757,1,fossil1
-0.212691,2.232111,-0.552825,1,fossil1
0.324765,-2.196429,0.84945,1,fossil1
-0.488372,1.294497,-0.905055,1,fossil1
0.471562,-0.948758,1.082889,1,fossil1
-0.590676,0.19298,-0.792343,1,fossil1
0.44363,0.593824,0.587435,1,fossil1
-0.120682,-1.333535,-0.501257,1,fossil1
-0.034527,2.135386,0.052577,1,fossil1
0.142383,-2.318467,0.393487,1,fossil1
-0.373434,2.300988,-0.45848,1,fossil1
0.380191,-1.964804,0.967322,1,fossil1
-0.520366,1.476021,-1.03586,1,fossil1
0.455021,-0.412598,0.916027,1,fossil1
-0.457777,-0.133329,-0.930353,1,fossil1
0.25233,1.279423,0.669125,1,fossil1
-0.2887,-1.875266,-0.155399,1,fossil1
-0.035009,1.932962,-0.112395,1,fossil1
0.172862,-2.315629,0.548944,1,fossil1
-0.363469,2.180491,-0.540863,1,fossil1
0.433574,-1.789445,0.934089,1,fossil1
-0.589265,0.793735,-0.5336,1,fossil1
0.423324,-0.34734,0.93472,1,fossil1
-0.465419,-0.809207,-0.59404,1,fossil1
0.384804,1.107531,0.244977,1,fossil1
-0.081989,-1.816898,-0.025529,1,fossil1
-0.063718,2.062036,-0.243946,1,fossil1
0.196262,-2.325984,0.603877,1,fossil1
-0.402856,2.269256,-0.429986,1,fossil1
0.496369,-1.857689,1.035464,1,fossil1
-0.460567,1.932762,-1.429953,1,fossil1
0.506969,-0.618522,1.052965,1,fossil1
-0.222935,0.186257,-1.223347,1,fossil1
0.407911,0.797955,0.786756,1,fossil1
-0.129266,-1.233075,-0.608899,1,fossil1
0.102899,1.800287,0.129955,1,fossil1
0.07865,-2.204318,0.505443,1,fossil1
-0.23969,2.380953,-0.625335,1,fossil1
0.409047,-2.216964,0.922624,1,fossil1
-0.539327,1.69895,-0.6545,1,fossil1
0.415745,-1.136478,1.292491,1,fossil1
-0.585137,0.770512,-1.33257,1,fossil1
0.447862,0.056445,0.921449,1,fossil1
-0.120353,-0.587312,-1.003824,1,fossil1
0.275053,1.357334,0.27819,1,fossil1
-0.070261,-1.795895,-0.102441,1,fossil1
-0.124624,1.936542,-0.078356,1,fossil1
0.203712,-2.330748,0.550643,1,fossil1
